review,sentiment,clean_review,sentiment_label
pesen 2 kabel data..1 sesuai deskripsi tapi 1 lagi barang lain... packing aman. pengiriman cepat yang nyiapin barang kurang teliti.. overall ok lah..,Positive,pesen kabel data sesuai deskripsi tapi lagi barang lain packing aman pengiriman cepat yang nyiapin barang kurang teliti overall ok lah,1
bahannya enak bagus dan nyaman,Positive,bahannya enak bagus dan nyaman,1
sambungannya tidak rapih..,Negative,sambungannya tidak rapih,0
Baru kali ini pesan di sini kecewa. Hasil print meleset dari desain. Seller dikasih masukan malah menyalahkan pembeli. Ga bakal beli lagi.,Negative,baru kali ini pesan di sini kecewa hasil print meleset dari desain seller dikasih masukan malah menyalahkan pembeli ga bakal beli lagi,0
pengait senter patahh sangt kecewaa,Negative,pengait senter patahh sangt kecewaa,0
"Kacamata kotor, seperti bekas atau stok lama, banyak kotoran ramatnya",Negative,kacamata kotor seperti bekas atau stok lama banyak kotoran ramatnya,0
"Produk sesuai deskripsi. Packing rapi dan aman. Thanks, UBS ??",Positive,produk sesuai deskripsi packing rapi dan aman thanks ubs,1
"warna tidak sesuai dengan keinginan, padahal sdh dichat",Negative,warna tidak sesuai dengan keinginan padahal sdh dichat,0
Alhamdulillah paket sudah saya terima dengan baik saya sangat suka terimakasih banyak,Positive,alhamdulillah paket sudah saya terima dengan baik saya sangat suka terimakasih banyak,1
"whiteboard melengkung, alumunium bengkok, skrup hilang, mutu rendah sekali, jauh dari gambar & deskripsi",Negative,whiteboard melengkung alumunium bengkok skrup hilang mutu rendah sekali jauh dari gambar deskripsi,0
"sayang banget tidak bisa ditukar,, resleting rusak,, Negative quality,, maaf saya kecewa..",Negative,sayang banget tidak bisa ditukar resleting rusak negative quality maaf saya kecewa,0
"Barangnya bagus dengan harga yang bisa dibilang murah ya ini. Sangat recomended membeli rak ini, karena sepatu jadi tidak gampang berdebu.",Positive,barangnya bagus dengan harga yang bisa dibilang murah ya ini sangat recomended membeli rak ini karena sepatu jadi tidak gampang berdebu,1
enak banget. bikin ketagihan,Positive,enak banget bikin ketagihan,1
"kemasannya bagus , kualitas nya bagus , kabelnya tebal , suka warna nya biru muda, semoga awet . terima kasih seller ??",Positive,kemasannya bagus kualitas nya bagus kabelnya tebal suka warna nya biru muda semoga awet terima kasih seller,1
Seller tidak ramah sedikitpun. saya mau batal dulu baru nambah pesanan biar hemat ongkir seller tidak mau menerima pengajuan pembatalan saya. Katanya harus check out ulang lg dgn dana lbh besar. Di deskripsi produk jg ga ada aturan ini. Ya ga mau lah nanti dikirim dua2nya sama seller rese macam gini rugi dobel nanti. Tokped juga tidak bisa membantu sedikitpun cuman suruh diskusiin aja terus sama penjual keras kepala macam ini. Very not recommended. Kapok!,Negative,seller tidak ramah sedikitpun saya mau batal dulu baru nambah pesanan biar hemat ongkir seller tidak mau menerima pengajuan pembatalan saya katanya harus check out ulang lg dgn dana lbh besar di deskripsi produk jg ga ada aturan ini ya ga mau lah nanti dikirim dua nya sama seller rese macam gini rugi dobel nanti tokped juga tidak bisa membantu sedikitpun cuman suruh diskusiin aja terus sama penjual keras kepala macam ini very not recommended kapok,0
tdk sesuai ekspektasi,Negative,tdk sesuai ekspektasi,0
"barang sudah diterima dalam keadaan cacat,seperti ada yg nyobek,lain kali packingnya jangan cuma kresek doank,itu jga cma 1 lapis",Negative,barang sudah diterima dalam keadaan cacat seperti ada yg nyobek lain kali packingnya jangan cuma kresek doank itu jga cma lapis,0
Dendeng yg sy terima ada beberapa yang muncul jamur putih di dipermukaan dagingnya. Untuk rasa banyak sekali ketumbarnya sehingga waktu dimakan rasanya kasar sekali. Seller mohon diperhatikan kualitas produk sebelum dijual. Terima Kasih.,Negative,dendeng yg sy terima ada beberapa yang muncul jamur putih di dipermukaan dagingnya untuk rasa banyak sekali ketumbarnya sehingga waktu dimakan rasanya kasar sekali seller mohon diperhatikan kualitas produk sebelum dijual terima kasih,0
"barang ini tidak dikirimkan, next mohon lbh diperhatikan",Negative,barang ini tidak dikirimkan next mohon lbh diperhatikan,0
trimakasih barang sudah sampai tapi sayang kulitnya ada yang cacat,Negative,trimakasih barang sudah sampai tapi sayang kulitnya ada yang cacat,0
plastik yang uk. 50x75 itu tebel bnget bagus.. yang uk 40x60 agak tipis.. pengiriman cepat lumayan. thanks,Positive,plastik yang uk x itu tebel bnget bagus yang uk x agak tipis pengiriman cepat lumayan thanks,1
Sy pesan warna merah metalik tp dikirim hitam. Padahal sebelum dikirim sy sdh chat penjual.,Negative,sy pesan warna merah metalik tp dikirim hitam padahal sebelum dikirim sy sdh chat penjual,0
kaget pas dateng ternyata bahannya bagus kualitasnya bagus padahal harganya murah wk,Positive,kaget pas dateng ternyata bahannya bagus kualitasnya bagus padahal harganya murah wk,1
Respon cepat. Barang sesuai pesanan. Tingkatkan kepercayaan dan kepuasan pelanggan. Recommended.,Positive,respon cepat barang sesuai pesanan tingkatkan kepercayaan dan kepuasan pelanggan recommended,1
"Mic Speakernya Rusak, suaranya terlampau kecil banget, nyaris gak bisa dengar. hmm not worth it. gak di cek dulu sebelum kirim!",Negative,mic speakernya rusak suaranya terlampau kecil banget nyaris gak bisa dengar hmm not worth it gak di cek dulu sebelum kirim,0
kecewa kaca lampu yang kecil nya ga ad satu.......,Negative,kecewa kaca lampu yang kecil nya ga ad satu,0
"segel beda, seharusnya segel sein seperti yg kecil. seller kurang paham instruksi, seperti barang repack",Negative,segel beda seharusnya segel sein seperti yg kecil seller kurang paham instruksi seperti barang repack,0
"masker bagus,sesuai harga`",Positive,masker bagus sesuai harga,1
"busa doank,gak ada mika bwt pelindungnya",Negative,busa doank gak ada mika bwt pelindungnya,0
no comment deh. udh berkali kali beli cat ini. TOP BGT,Positive,no comment deh udh berkali kali beli cat ini top bgt,1
Mantap donk. Produk Original.,Positive,mantap donk produk original,1
"tidak sesuai gambar, ada cacat jerseynya sablonya berantakan. ukuran juga tidak sesuai yg dipesan. kayaknya toko asal kirim barang saja",Negative,tidak sesuai gambar ada cacat jerseynya sablonya berantakan ukuran juga tidak sesuai yg dipesan kayaknya toko asal kirim barang saja,0
"ternyata stick ga dikirim pake dus nya, kyk beli barang bekas. ga sesuai deskripsi.",Negative,ternyata stick ga dikirim pake dus nya kyk beli barang bekas ga sesuai deskripsi,0
"Pengemasannya seadanya, lembukunya juga mudah patah. CDnya gak diplastikin diselipin aja dibukunya. Semoga dapat dipebaki yah^-^",Negative,pengemasannya seadanya lembukunya juga mudah patah cdnya gak diplastikin diselipin aja dibukunya semoga dapat dipebaki yah,0
barang tidak sesuai gambar....bukan original. kaitan plastik semua...di gambar kaitan stenless/besi,Negative,barang tidak sesuai gambar bukan original kaitan plastik semua di gambar kaitan stenless besi,0
"Respon penjual baik, Pengiriman sangat cepat, Barang sesuai dengan pesanan, Cukup memuaskan. Thank youu..",Positive,respon penjual baik pengiriman sangat cepat barang sesuai dengan pesanan cukup memuaskan thank youu,1
Pesan lain warna dikirim. Warna yg sama. Kecewa seh tp ya sdhlah,Negative,pesan lain warna dikirim warna yg sama kecewa seh tp ya sdhlah,0
pesen double box tapi ga ada wujudnya :(,Negative,pesen double box tapi ga ada wujudnya,0
"Sesuai deskripsi & pesanan. Bahan lembut, nyaman dipakai. Sesuai harga.",Positive,sesuai deskripsi pesanan bahan lembut nyaman dipakai sesuai harga,1
ngirim keluar daerah.....jangan pake kurir anteraja bosku......ke pelosok2 dia gk masuk....karna gk punya cabang didaerah kecil2,Negative,ngirim keluar daerah jangan pake kurir anteraja bosku ke pelosok dia gk masuk karna gk punya cabang didaerah kecil,0
Kurang teliti kirain produk asli ex aussie ternyata ex Kalbe...kemasan label merk sama bikin misleading...gak worth it 330rb per 90 pcs pdhal ex import 350rb per 150pcs...gak recommend,Negative,kurang teliti kirain produk asli ex aussie ternyata ex kalbe kemasan label merk sama bikin misleading gak worth it rb per pcs pdhal ex import rb per pcs gak recommend,0
pengiriman dan baramg sesuai yg diharapkan,Positive,pengiriman dan baramg sesuai yg diharapkan,1
Hasilnya tahan lama. Desainnya mewah.,Positive,hasilnya tahan lama desainnya mewah,1
"barang bagus sesuai harga, fast respon",Positive,barang bagus sesuai harga fast respon,1
cepet karatan dan agak ribet perawatannya,Negative,cepet karatan dan agak ribet perawatannya,0
Terimakasih barang sudah sampai dengan Selamat,Positive,terimakasih barang sudah sampai dengan selamat,1
"gak bersegel. di packing luar dan dalam produk nya tidak bersegel. info dari admin seller setelah chat, produk memang tidak bersegel dan info nya di klaim oleh admin penjual original,, agar di cantum kan di deskripsi agar pembeli jadi tau, dan layak jadi pilihan atau tidak nya untuk di kulit wajah nya.",Negative,gak bersegel di packing luar dan dalam produk nya tidak bersegel info dari admin seller setelah chat produk memang tidak bersegel dan info nya di klaim oleh admin penjual original agar di cantum kan di deskripsi agar pembeli jadi tau dan layak jadi pilihan atau tidak nya untuk di kulit wajah nya,0
"Respon cepat, barang dpt digunakan dengan baik",Positive,respon cepat barang dpt digunakan dengan baik,1
Sangat kecewa dengan pengiriman yang sangat lama dan sangat sangat bermasalah di ekspedisi pengiriman s*c**at dan penjual tidak fast response.,Negative,sangat kecewa dengan pengiriman yang sangat lama dan sangat sangat bermasalah di ekspedisi pengiriman s c at dan penjual tidak fast response,0
"lumayan bagus ,isi banyak dan bahanny karet lentur banget ,pas banget di tangan",Positive,lumayan bagus isi banyak dan bahanny karet lentur banget pas banget di tangan,1
mantab????????Bahannya adem. Ukuran sesuai. Modelnya cantik ??. Warnanya cantik ??. Jahitan rapi. Tidak menerawang.,Positive,mantab bahannya adem ukuran sesuai modelnya cantik warnanya cantik jahitan rapi tidak menerawang,1
"Saran, dikasih logo/tulisan 1more di silikon nya, terus untuk indikator charge dikasih lubang biar keliatan jelas ngecas/ngga. Overall puas sama barangnya.",Positive,saran dikasih logo tulisan more di silikon nya terus untuk indikator charge dikasih lubang biar keliatan jelas ngecas ngga overall puas sama barangnya,1
"kainnya tebel, murah dan manfaat utk menutup latar belakang ketika zoom meeting. pengiriman juga cepat. makasih",Positive,kainnya tebel murah dan manfaat utk menutup latar belakang ketika zoom meeting pengiriman juga cepat makasih,1
Ad bbrp yang tidak berfungsi,Negative,ad bbrp yang tidak berfungsi,0
"Bahan kulitnya panas, kursi kurang empuk, standar aj.",Negative,bahan kulitnya panas kursi kurang empuk standar aj,0
saya bru pakai 4 hari tp sdh berbulu dan kelipet2..,Negative,saya bru pakai hari tp sdh berbulu dan kelipet,0
Barang berfungsi baik semoga awet,Positive,barang berfungsi baik semoga awet,1
"pesan hitam di kirim putih, lama proses pesanan nya",Negative,pesan hitam di kirim putih lama proses pesanan nya,0
tidak ada talinya??,Negative,tidak ada talinya,0
Produk anak bangsa yang super keren banget desainnya!! Very nice and helpful seller! Terima kasiiih we love it so muuuuch!,Positive,produk anak bangsa yang super keren banget desainnya very nice and helpful seller terima kasiiih we love it so muuuuch,1
barang ga mulus banyak bekas tekukan seperti beli sampah aja,Negative,barang ga mulus banyak bekas tekukan seperti beli sampah aja,0
"Puas Banget ?????????? Barang sesuai harapan, kualitas bahan bagus dan Kokoh..Response penjual sangat baik (cepat) ..Terima kasih banyak Gan????????????Sukses selalu ya..",Positive,puas banget barang sesuai harapan kualitas bahan bagus dan kokoh response penjual sangat baik cepat terima kasih banyak gan sukses selalu ya,1
Kesekian kali beli disini mantap,Positive,kesekian kali beli disini mantap,1
"gamepad mantap, tombolnya jg enak tp sayang ukurannya kekecilan. packing jg aman dan pengiriman cepad",Positive,gamepad mantap tombolnya jg enak tp sayang ukurannya kekecilan packing jg aman dan pengiriman cepad,1
bagus sesuai deskripsi,Positive,bagus sesuai deskripsi,1
Barangnya original ??. Ada garansi iBox. IMEI terdaftar di Kemenperin. Masih ada greenpeel. Barangnya mulus. Sinyal aman. Berfungsi dengan baik.,Positive,barangnya original ada garansi ibox imei terdaftar di kemenperin masih ada greenpeel barangnya mulus sinyal aman berfungsi dengan baik,1
barang bagus cepat sampai aman,Positive,barang bagus cepat sampai aman,1
"Blm dimainin barang udh cacat mana no angkanya ada yg pudar lagi, parah dah",Negative,blm dimainin barang udh cacat mana no angkanya ada yg pudar lagi parah dah,0
"PACKING ASAL BARANG SANGAT MENGECEWAKAN,KOTOR, BOCOR, MUSIKNYA JG GA JALAN,BANYAK BARET",Negative,packing asal barang sangat mengecewakan kotor bocor musiknya jg ga jalan banyak baret,0
"Harga tdk mahal, kualitas baik",Positive,harga tdk mahal kualitas baik,1
"KECEWA DAN SANGAT TDK PUAS DGN PELAYANAN.sejak tgl 18 setelah order barang, saat itu status masih Menunggu Konfirmasi, jadi artinya BELUM DIPROSES OLEH PENJUAL.. Saya melakukan pembatalan karena saya ingin mengganti produk yg akan saya beli DI TOKO yg SAMA.. Saya konfirmasi Penjual melalu Chat sampai 3x untuk minta proses PEMBATALAN.. Sampai malam hari sebelum tidur, status masih Menunggu Konfirmasi yg artinya Pesanan saya BELUM DIPROSES.. Tp kemudian tgl 19 Juli 2021 Pagi, penjual mengubah statusnya menjadi DIPROSES.. Yg artinya penjual tidak berkenan melakukan pembatalan.. Dan status diubah jadi MENUNGGU KURIR (masih ditanggal 19 pagi).. Tapi sampai tgl 21, BARANG BELUM DIKIRIM, dan status masih MENUNGGU KURIR.. Status pengiriman tidak terupdate.. Penjual MENYALAHKAN PIHAK provider pengiriman..Barang baru dikirim setelat saya Lapor Ke Pihak TOKOPEDIA..",Negative,kecewa dan sangat tdk puas dgn pelayanan sejak tgl setelah order barang saat itu status masih menunggu konfirmasi jadi artinya belum diproses oleh penjual saya melakukan pembatalan karena saya ingin mengganti produk yg akan saya beli di toko yg sama saya konfirmasi penjual melalu chat sampai x untuk minta proses pembatalan sampai malam hari sebelum tidur status masih menunggu konfirmasi yg artinya pesanan saya belum diproses tp kemudian tgl juli pagi penjual mengubah statusnya menjadi diproses yg artinya penjual tidak berkenan melakukan pembatalan dan status diubah jadi menunggu kurir masih ditanggal pagi tapi sampai tgl barang belum dikirim dan status masih menunggu kurir status pengiriman tidak terupdate penjual menyalahkan pihak provider pengiriman barang baru dikirim setelat saya lapor ke pihak tokopedia,0
Keras sekali. Sampai tangan sakittt . Yg dijual paket bagus. yg dijual lepasnya beda bgt. nyesel beli banyak.,Negative,keras sekali sampai tangan sakittt yg dijual paket bagus yg dijual lepasnya beda bgt nyesel beli banyak,0
gampang penyok,Negative,gampang penyok,0
"Produk sesuai, pengiriman cepat, packing aman, recommended seller????",Positive,produk sesuai pengiriman cepat packing aman recommended seller,1
"Suka, jilbabnya bagus+nyaman dipake??????",Positive,suka jilbabnya bagus nyaman dipake,1
"botolnya kurang proper, mudah sekali tumpah",Negative,botolnya kurang proper mudah sekali tumpah,0
"Pengiriman cepat, packaging oke, seller ramah, recommended sih, udah berkali-kali beli di sini. Kualitas juga oke, mantapp min, tingkatkan",Positive,pengiriman cepat packaging oke seller ramah recommended sih udah berkali kali beli di sini kualitas juga oke mantapp min tingkatkan,1
"barang baru datang pertma saya coba di samsung A52 bisa terbaca,baru saya pasang di cctv ternyta ga bisa.penasran saya coba di samsung m30 juga ga bisa,pensran lagi saya coba di oppo A15 ternyta ga bisa juga.masih pensran saya coba lagi disamsung A52 ternyta dh ga bisa.Seumur umur baru ini saya kasih bintang 1,klaim garansi ternyta ribet juga.kapok saya belnja di apliksi ini maupun toko ini,masih enkn tko seblah.komplain kepenjual disurh komplain ke toped,komplain toped disurh komplain dulu gimna baiknuy sama penjual.hadeh..pok kapok saya..",Negative,barang baru datang pertma saya coba di samsung a bisa terbaca baru saya pasang di cctv ternyta ga bisa penasran saya coba di samsung m juga ga bisa pensran lagi saya coba di oppo a ternyta ga bisa juga masih pensran saya coba lagi disamsung a ternyta dh ga bisa seumur umur baru ini saya kasih bintang klaim garansi ternyta ribet juga kapok saya belnja di apliksi ini maupun toko ini masih enkn tko seblah komplain kepenjual disurh komplain ke toped komplain toped disurh komplain dulu gimna baiknuy sama penjual hadeh pok kapok saya,0
