review,sentiment,emotion,clean_review,sentiment_label,emotion_label
"respon penjual nyaa baik.. dapet harga muraaaaaah, packingnya rapiiiii dan pengirimannya lumayan cepat lahh.. coklatnya enakkkkkk",Positive,Love,respon penjual nyaa baik dapet harga muraaaaaah packingnya rapiiiii dan pengirimannya lumayan cepat lahh coklatnya enakkkkkk,1,3
"Pembelian kedua, tapi kali ini kecewa banget. Segelnya sudah terbuka, maskernya crumpled, dan karena beli yg hitam jadi ga keliatan apakah ini beneran masker baru atau bukan/sudah kotor :(",Negative,Sadness,pembelian kedua tapi kali ini kecewa banget segelnya sudah terbuka maskernya crumpled dan karena beli yg hitam jadi ga keliatan apakah ini beneran masker baru atau bukan sudah kotor,0,4
kaleng penyok :(,Negative,Sadness,kaleng penyok,0,4
Respon lama... Tidak koperatif,Negative,Anger,respon lama tidak koperatif,0,0
Barangnya original ??. Ada garansi resmi. Suaranya jernih. Koneksi bluetooth kuat. Nyaman dipakai lama. Material premium.,Positive,Happy,barangnya original ada garansi resmi suaranya jernih koneksi bluetooth kuat nyaman dipakai lama material premium,1,2
"Alat Linting nya Patah/Rusak,...",Negative,Fear,alat linting nya patah rusak,0,1
"produk sesuai deskripsi, seller ramah & barang langsung dikirim",Positive,Happy,produk sesuai deskripsi seller ramah barang langsung dikirim,1,2
"Barang datang sesuai pesanan dan gambar di etalase, juga penjelasan penjual. Puass.Aman untuk bayi ??",Positive,Happy,barang datang sesuai pesanan dan gambar di etalase juga penjelasan penjual puass aman untuk bayi,1,2
barang tidak sampai. tdk ada solusi,Negative,Fear,barang tidak sampai tdk ada solusi,0,1
fast response sponge nya juga bagus satu sisinya kasar Material Produk Bagus.,Positive,Happy,fast response sponge nya juga bagus satu sisinya kasar material produk bagus,1,2
pesen 2 kabel data..1 sesuai deskripsi tapi 1 lagi barang lain... packing aman. pengiriman cepat yang nyiapin barang kurang teliti.. overall ok lah..,Positive,Happy,pesen kabel data sesuai deskripsi tapi lagi barang lain packing aman pengiriman cepat yang nyiapin barang kurang teliti overall ok lah,1,2
bahannya enak bagus dan nyaman,Positive,Happy,bahannya enak bagus dan nyaman,1,2
sambungannya tidak rapih..,Negative,Sadness,sambungannya tidak rapih,0,4
Baru kali ini pesan di sini kecewa. Hasil print meleset dari desain. Seller dikasih masukan malah menyalahkan pembeli. Ga bakal beli lagi.,Negative,Fear,baru kali ini pesan di sini kecewa hasil print meleset dari desain seller dikasih masukan malah menyalahkan pembeli ga bakal beli lagi,0,1
pengait senter patahh sangt kecewaa,Negative,Sadness,pengait senter patahh sangt kecewaa,0,4
"Kacamata kotor, seperti bekas atau stok lama, banyak kotoran ramatnya",Negative,Anger,kacamata kotor seperti bekas atau stok lama banyak kotoran ramatnya,0,0
"Produk sesuai deskripsi. Packing rapi dan aman. Thanks, UBS ??",Positive,Happy,produk sesuai deskripsi packing rapi dan aman thanks ubs,1,2
"warna tidak sesuai dengan keinginan, padahal sdh dichat",Negative,Fear,warna tidak sesuai dengan keinginan padahal sdh dichat,0,1
Alhamdulillah paket sudah saya terima dengan baik saya sangat suka terimakasih banyak,Positive,Love,alhamdulillah paket sudah saya terima dengan baik saya sangat suka terimakasih banyak,1,3
"whiteboard melengkung, alumunium bengkok, skrup hilang, mutu rendah sekali, jauh dari gambar & deskripsi",Negative,Fear,whiteboard melengkung alumunium bengkok skrup hilang mutu rendah sekali jauh dari gambar deskripsi,0,1
"sayang banget tidak bisa ditukar,, resleting rusak,, Negative quality,, maaf saya kecewa..",Negative,Sadness,sayang banget tidak bisa ditukar resleting rusak negative quality maaf saya kecewa,0,4
"Barangnya bagus dengan harga yang bisa dibilang murah ya ini. Sangat recomended membeli rak ini, karena sepatu jadi tidak gampang berdebu.",Positive,Happy,barangnya bagus dengan harga yang bisa dibilang murah ya ini sangat recomended membeli rak ini karena sepatu jadi tidak gampang berdebu,1,2
enak banget. bikin ketagihan,Positive,Love,enak banget bikin ketagihan,1,3
"kemasannya bagus , kualitas nya bagus , kabelnya tebal , suka warna nya biru muda, semoga awet . terima kasih seller ??",Positive,Happy,kemasannya bagus kualitas nya bagus kabelnya tebal suka warna nya biru muda semoga awet terima kasih seller,1,2
Seller tidak ramah sedikitpun. saya mau batal dulu baru nambah pesanan biar hemat ongkir seller tidak mau menerima pengajuan pembatalan saya. Katanya harus check out ulang lg dgn dana lbh besar. Di deskripsi produk jg ga ada aturan ini. Ya ga mau lah nanti dikirim dua2nya sama seller rese macam gini rugi dobel nanti. Tokped juga tidak bisa membantu sedikitpun cuman suruh diskusiin aja terus sama penjual keras kepala macam ini. Very not recommended. Kapok!,Negative,Sadness,seller tidak ramah sedikitpun saya mau batal dulu baru nambah pesanan biar hemat ongkir seller tidak mau menerima pengajuan pembatalan saya katanya harus check out ulang lg dgn dana lbh besar di deskripsi produk jg ga ada aturan ini ya ga mau lah nanti dikirim dua nya sama seller rese macam gini rugi dobel nanti tokped juga tidak bisa membantu sedikitpun cuman suruh diskusiin aja terus sama penjual keras kepala macam ini very not recommended kapok,0,4
tdk sesuai ekspektasi,Negative,Sadness,tdk sesuai ekspektasi,0,4
"barang sudah diterima dalam keadaan cacat,seperti ada yg nyobek,lain kali packingnya jangan cuma kresek doank,itu jga cma 1 lapis",Negative,Fear,barang sudah diterima dalam keadaan cacat seperti ada yg nyobek lain kali packingnya jangan cuma kresek doank itu jga cma lapis,0,1
Dendeng yg sy terima ada beberapa yang muncul jamur putih di dipermukaan dagingnya. Untuk rasa banyak sekali ketumbarnya sehingga waktu dimakan rasanya kasar sekali. Seller mohon diperhatikan kualitas produk sebelum dijual. Terima Kasih.,Negative,Fear,dendeng yg sy terima ada beberapa yang muncul jamur putih di dipermukaan dagingnya untuk rasa banyak sekali ketumbarnya sehingga waktu dimakan rasanya kasar sekali seller mohon diperhatikan kualitas produk sebelum dijual terima kasih,0,1
"barang ini tidak dikirimkan, next mohon lbh diperhatikan",Negative,Fear,barang ini tidak dikirimkan next mohon lbh diperhatikan,0,1
trimakasih barang sudah sampai tapi sayang kulitnya ada yang cacat,Negative,Sadness,trimakasih barang sudah sampai tapi sayang kulitnya ada yang cacat,0,4
plastik yang uk. 50x75 itu tebel bnget bagus.. yang uk 40x60 agak tipis.. pengiriman cepat lumayan. thanks,Positive,Happy,plastik yang uk x itu tebel bnget bagus yang uk x agak tipis pengiriman cepat lumayan thanks,1,2
Sy pesan warna merah metalik tp dikirim hitam. Padahal sebelum dikirim sy sdh chat penjual.,Negative,Fear,sy pesan warna merah metalik tp dikirim hitam padahal sebelum dikirim sy sdh chat penjual,0,1
kaget pas dateng ternyata bahannya bagus kualitasnya bagus padahal harganya murah wk,Positive,Happy,kaget pas dateng ternyata bahannya bagus kualitasnya bagus padahal harganya murah wk,1,2
Respon cepat. Barang sesuai pesanan. Tingkatkan kepercayaan dan kepuasan pelanggan. Recommended.,Positive,Love,respon cepat barang sesuai pesanan tingkatkan kepercayaan dan kepuasan pelanggan recommended,1,3
"Mic Speakernya Rusak, suaranya terlampau kecil banget, nyaris gak bisa dengar. hmm not worth it. gak di cek dulu sebelum kirim!",Negative,Anger,mic speakernya rusak suaranya terlampau kecil banget nyaris gak bisa dengar hmm not worth it gak di cek dulu sebelum kirim,0,0
kecewa kaca lampu yang kecil nya ga ad satu.......,Negative,Sadness,kecewa kaca lampu yang kecil nya ga ad satu,0,4
"segel beda, seharusnya segel sein seperti yg kecil. seller kurang paham instruksi, seperti barang repack",Negative,Fear,segel beda seharusnya segel sein seperti yg kecil seller kurang paham instruksi seperti barang repack,0,1
"masker bagus,sesuai harga`",Positive,Happy,masker bagus sesuai harga,1,2
"busa doank,gak ada mika bwt pelindungnya",Negative,Anger,busa doank gak ada mika bwt pelindungnya,0,0
no comment deh. udh berkali kali beli cat ini. TOP BGT,Positive,Love,no comment deh udh berkali kali beli cat ini top bgt,1,3
Mantap donk. Produk Original.,Positive,Love,mantap donk produk original,1,3
"tidak sesuai gambar, ada cacat jerseynya sablonya berantakan. ukuran juga tidak sesuai yg dipesan. kayaknya toko asal kirim barang saja",Negative,Anger,tidak sesuai gambar ada cacat jerseynya sablonya berantakan ukuran juga tidak sesuai yg dipesan kayaknya toko asal kirim barang saja,0,0
"ternyata stick ga dikirim pake dus nya, kyk beli barang bekas. ga sesuai deskripsi.",Negative,Fear,ternyata stick ga dikirim pake dus nya kyk beli barang bekas ga sesuai deskripsi,0,1
"Pengemasannya seadanya, lembukunya juga mudah patah. CDnya gak diplastikin diselipin aja dibukunya. Semoga dapat dipebaki yah^-^",Negative,Sadness,pengemasannya seadanya lembukunya juga mudah patah cdnya gak diplastikin diselipin aja dibukunya semoga dapat dipebaki yah,0,4
barang tidak sesuai gambar....bukan original. kaitan plastik semua...di gambar kaitan stenless/besi,Negative,Fear,barang tidak sesuai gambar bukan original kaitan plastik semua di gambar kaitan stenless besi,0,1
"Respon penjual baik, Pengiriman sangat cepat, Barang sesuai dengan pesanan, Cukup memuaskan. Thank youu..",Positive,Happy,respon penjual baik pengiriman sangat cepat barang sesuai dengan pesanan cukup memuaskan thank youu,1,2
Pesan lain warna dikirim. Warna yg sama. Kecewa seh tp ya sdhlah,Negative,Sadness,pesan lain warna dikirim warna yg sama kecewa seh tp ya sdhlah,0,4
pesen double box tapi ga ada wujudnya :(,Negative,Sadness,pesen double box tapi ga ada wujudnya,0,4
"Sesuai deskripsi & pesanan. Bahan lembut, nyaman dipakai. Sesuai harga.",Positive,Happy,sesuai deskripsi pesanan bahan lembut nyaman dipakai sesuai harga,1,2
ngirim keluar daerah.....jangan pake kurir anteraja bosku......ke pelosok2 dia gk masuk....karna gk punya cabang didaerah kecil2,Negative,Fear,ngirim keluar daerah jangan pake kurir anteraja bosku ke pelosok dia gk masuk karna gk punya cabang didaerah kecil,0,1
Kurang teliti kirain produk asli ex aussie ternyata ex Kalbe...kemasan label merk sama bikin misleading...gak worth it 330rb per 90 pcs pdhal ex import 350rb per 150pcs...gak recommend,Negative,Fear,kurang teliti kirain produk asli ex aussie ternyata ex kalbe kemasan label merk sama bikin misleading gak worth it rb per pcs pdhal ex import rb per pcs gak recommend,0,1
pengiriman dan baramg sesuai yg diharapkan,Positive,Happy,pengiriman dan baramg sesuai yg diharapkan,1,2
Hasilnya tahan lama. Desainnya mewah.,Positive,Happy,hasilnya tahan lama desainnya mewah,1,2
"barang bagus sesuai harga, fast respon",Positive,Happy,barang bagus sesuai harga fast respon,1,2
cepet karatan dan agak ribet perawatannya,Negative,Sadness,cepet karatan dan agak ribet perawatannya,0,4
Terimakasih barang sudah sampai dengan Selamat,Positive,Happy,terimakasih barang sudah sampai dengan selamat,1,2
"gak bersegel. di packing luar dan dalam produk nya tidak bersegel. info dari admin seller setelah chat, produk memang tidak bersegel dan info nya di klaim oleh admin penjual original,, agar di cantum kan di deskripsi agar pembeli jadi tau, dan layak jadi pilihan atau tidak nya untuk di kulit wajah nya.",Negative,Fear,gak bersegel di packing luar dan dalam produk nya tidak bersegel info dari admin seller setelah chat produk memang tidak bersegel dan info nya di klaim oleh admin penjual original agar di cantum kan di deskripsi agar pembeli jadi tau dan layak jadi pilihan atau tidak nya untuk di kulit wajah nya,0,1
"Respon cepat, barang dpt digunakan dengan baik",Positive,Happy,respon cepat barang dpt digunakan dengan baik,1,2
Sangat kecewa dengan pengiriman yang sangat lama dan sangat sangat bermasalah di ekspedisi pengiriman s*c**at dan penjual tidak fast response.,Negative,Sadness,sangat kecewa dengan pengiriman yang sangat lama dan sangat sangat bermasalah di ekspedisi pengiriman s c at dan penjual tidak fast response,0,4
"lumayan bagus ,isi banyak dan bahanny karet lentur banget ,pas banget di tangan",Positive,Happy,lumayan bagus isi banyak dan bahanny karet lentur banget pas banget di tangan,1,2
mantab????????Bahannya adem. Ukuran sesuai. Modelnya cantik ??. Warnanya cantik ??. Jahitan rapi. Tidak menerawang.,Positive,Love,mantab bahannya adem ukuran sesuai modelnya cantik warnanya cantik jahitan rapi tidak menerawang,1,3
"Saran, dikasih logo/tulisan 1more di silikon nya, terus untuk indikator charge dikasih lubang biar keliatan jelas ngecas/ngga. Overall puas sama barangnya.",Positive,Happy,saran dikasih logo tulisan more di silikon nya terus untuk indikator charge dikasih lubang biar keliatan jelas ngecas ngga overall puas sama barangnya,1,2
"kainnya tebel, murah dan manfaat utk menutup latar belakang ketika zoom meeting. pengiriman juga cepat. makasih",Positive,Happy,kainnya tebel murah dan manfaat utk menutup latar belakang ketika zoom meeting pengiriman juga cepat makasih,1,2
Ad bbrp yang tidak berfungsi,Negative,Fear,ad bbrp yang tidak berfungsi,0,1
"Bahan kulitnya panas, kursi kurang empuk, standar aj.",Negative,Sadness,bahan kulitnya panas kursi kurang empuk standar aj,0,4
saya bru pakai 4 hari tp sdh berbulu dan kelipet2..,Negative,Sadness,saya bru pakai hari tp sdh berbulu dan kelipet,0,4
Barang berfungsi baik semoga awet,Positive,Happy,barang berfungsi baik semoga awet,1,2
"pesan hitam di kirim putih, lama proses pesanan nya",Negative,Fear,pesan hitam di kirim putih lama proses pesanan nya,0,1
tidak ada talinya??,Negative,Sadness,tidak ada talinya,0,4
Produk anak bangsa yang super keren banget desainnya!! Very nice and helpful seller! Terima kasiiih we love it so muuuuch!,Positive,Love,produk anak bangsa yang super keren banget desainnya very nice and helpful seller terima kasiiih we love it so muuuuch,1,3
barang ga mulus banyak bekas tekukan seperti beli sampah aja,Negative,Anger,barang ga mulus banyak bekas tekukan seperti beli sampah aja,0,0
"Puas Banget ?????????? Barang sesuai harapan, kualitas bahan bagus dan Kokoh..Response penjual sangat baik (cepat) ..Terima kasih banyak Gan????????????Sukses selalu ya..",Positive,Happy,puas banget barang sesuai harapan kualitas bahan bagus dan kokoh response penjual sangat baik cepat terima kasih banyak gan sukses selalu ya,1,2
Kesekian kali beli disini mantap,Positive,Love,kesekian kali beli disini mantap,1,3
"gamepad mantap, tombolnya jg enak tp sayang ukurannya kekecilan. packing jg aman dan pengiriman cepad",Positive,Happy,gamepad mantap tombolnya jg enak tp sayang ukurannya kekecilan packing jg aman dan pengiriman cepad,1,2
bagus sesuai deskripsi,Positive,Happy,bagus sesuai deskripsi,1,2
Barangnya original ??. Ada garansi iBox. IMEI terdaftar di Kemenperin. Masih ada greenpeel. Barangnya mulus. Sinyal aman. Berfungsi dengan baik.,Positive,Happy,barangnya original ada garansi ibox imei terdaftar di kemenperin masih ada greenpeel barangnya mulus sinyal aman berfungsi dengan baik,1,2
barang bagus cepat sampai aman,Positive,Happy,barang bagus cepat sampai aman,1,2
"Blm dimainin barang udh cacat mana no angkanya ada yg pudar lagi, parah dah",Negative,Anger,blm dimainin barang udh cacat mana no angkanya ada yg pudar lagi parah dah,0,0
"PACKING ASAL BARANG SANGAT MENGECEWAKAN,KOTOR, BOCOR, MUSIKNYA JG GA JALAN,BANYAK BARET",Negative,Anger,packing asal barang sangat mengecewakan kotor bocor musiknya jg ga jalan banyak baret,0,0
"Harga tdk mahal, kualitas baik",Positive,Happy,harga tdk mahal kualitas baik,1,2
"KECEWA DAN SANGAT TDK PUAS DGN PELAYANAN.sejak tgl 18 setelah order barang, saat itu status masih Menunggu Konfirmasi, jadi artinya BELUM DIPROSES OLEH PENJUAL.. Saya melakukan pembatalan karena saya ingin mengganti produk yg akan saya beli DI TOKO yg SAMA.. Saya konfirmasi Penjual melalu Chat sampai 3x untuk minta proses PEMBATALAN.. Sampai malam hari sebelum tidur, status masih Menunggu Konfirmasi yg artinya Pesanan saya BELUM DIPROSES.. Tp kemudian tgl 19 Juli 2021 Pagi, penjual mengubah statusnya menjadi DIPROSES.. Yg artinya penjual tidak berkenan melakukan pembatalan.. Dan status diubah jadi MENUNGGU KURIR (masih ditanggal 19 pagi).. Tapi sampai tgl 21, BARANG BELUM DIKIRIM, dan status masih MENUNGGU KURIR.. Status pengiriman tidak terupdate.. Penjual MENYALAHKAN PIHAK provider pengiriman..Barang baru dikirim setelat saya Lapor Ke Pihak TOKOPEDIA..",Negative,Anger,kecewa dan sangat tdk puas dgn pelayanan sejak tgl setelah order barang saat itu status masih menunggu konfirmasi jadi artinya belum diproses oleh penjual saya melakukan pembatalan karena saya ingin mengganti produk yg akan saya beli di toko yg sama saya konfirmasi penjual melalu chat sampai x untuk minta proses pembatalan sampai malam hari sebelum tidur status masih menunggu konfirmasi yg artinya pesanan saya belum diproses tp kemudian tgl juli pagi penjual mengubah statusnya menjadi diproses yg artinya penjual tidak berkenan melakukan pembatalan dan status diubah jadi menunggu kurir masih ditanggal pagi tapi sampai tgl barang belum dikirim dan status masih menunggu kurir status pengiriman tidak terupdate penjual menyalahkan pihak provider pengiriman barang baru dikirim setelat saya lapor ke pihak tokopedia,0,0
