review,sentiment,emotion,clean_review,sentiment_label,emotion_label
"Sesuai harganya, build quality nya kurang bagus. Material bodi nya dari plastik, jadinya kurang kuat nahan beban hp yg agak besar, kadang bisa jatuh tripod nya kalau hp nya di posisi nunduk. Setelah 2 tahun pemakaian, batang mount nya patah. Note: di foto saya pasangin tripod nya dgn holder merek lain, holder bawaannya kurang bagus.",Negative,Sadness,sesuai harganya build quality nya kurang bagus material bodi nya dari plastik jadinya kurang kuat nahan beban hp yg agak besar kadang bisa jatuh tripod nya kalau hp nya di posisi nunduk setelah tahun pemakaian batang mount nya patah note di foto saya pasangin tripod nya dgn holder merek lain holder bawaannya kurang bagus,0,4
Menggunakan bahan alami. Aman buat kulit bayi. Nggak lengket. Nggak memicu alergi. Melembabkan kulit bayi. Tanpa bahan pengawet. Packaging rapi. Packaging aman ??. Respon penjualnya top. Proses pesanan cepat. Penjualnya ramah bange,Positive,Happy,menggunakan bahan alami aman buat kulit bayi nggak lengket nggak memicu alergi melembabkan kulit bayi tanpa bahan pengawet packaging rapi packaging aman respon penjualnya top proses pesanan cepat penjualnya ramah bange,1,2
"Gampang dibawa-bawa, terlalu imut ukurannya",Positive,Love,gampang dibawa bawa terlalu imut ukurannya,1,3
barang tidak sampai. tdk ada solusi,Negative,Fear,barang tidak sampai tdk ada solusi,0,1
Barang berfungsi norma. Kecuali kabel USB nya rusak. Jadi saya pake kabel USB HP. komplen ke toko hanya minta maaf tidak menawarkan untuk diganti. Tolong cek dulu sebelum dikirim. Tks,Negative,Sadness,barang berfungsi norma kecuali kabel usb nya rusak jadi saya pake kabel usb hp komplen ke toko hanya minta maaf tidak menawarkan untuk diganti tolong cek dulu sebelum dikirim tks,0,4
Diphoto ada penjepit buka tutup ..pas dikirim nggak ada,Negative,Fear,diphoto ada penjepit buka tutup pas dikirim nggak ada,0,1
Kartu nya lengkap. Harga Kompetitif. Seru bgt game nya!.,Positive,Happy,kartu nya lengkap harga kompetitif seru bgt game nya,1,2
"brg sesuai deskripsi, sukses selalu",Positive,Happy,brg sesuai deskripsi sukses selalu,1,2
"Cetakanya gak bagus sama sekali, gak sesuai harga,,,...",Negative,Sadness,cetakanya gak bagus sama sekali gak sesuai harga,0,4
"tidak berfungsi, tapi yaa sudahlah sudah ditambah daya pakai mikro usb cas hp tetap tidak bisa",Negative,Sadness,tidak berfungsi tapi yaa sudahlah sudah ditambah daya pakai mikro usb cas hp tetap tidak bisa,0,4
"Suka banget sm Flimty krn membantu memperlancar BAB, Rasanya enak, mudah untuk dibawa, pengiriman cepat, penjual ramah, thank you kak. Semoga sukses usahanya :)",Positive,Love,suka banget sm flimty krn membantu memperlancar bab rasanya enak mudah untuk dibawa pengiriman cepat penjual ramah thank you kak semoga sukses usahanya,1,3
bagus bgt sumpah...harga juga murah bgt,Positive,Love,bagus bgt sumpah harga juga murah bgt,1,3
"Waktu dites pake tongkat, jepretannya mantep bgt. Cuma pas beneran dikasi umpan buat tikus, setelah semalem, umpannya ngilang, tapi ga ada tikus yg ketangkep",Positive,Happy,waktu dites pake tongkat jepretannya mantep bgt cuma pas beneran dikasi umpan buat tikus setelah semalem umpannya ngilang tapi ga ada tikus yg ketangkep,1,2
"udah yang kedua kali beli disini, ngga nyesel banget, kualitas udah pasti oke, pengirimannya juga bagus dan cepat, packagingnya juga rapi dan aman",Positive,Love,udah yang kedua kali beli disini ngga nyesel banget kualitas udah pasti oke pengirimannya juga bagus dan cepat packagingnya juga rapi dan aman,1,3
gak bisa di pakai??,Negative,Sadness,gak bisa di pakai,0,4
Awalnya salah kirim judul dulu jadi lama bolak-balikin yang salah kirim dulu. Semoga kedepannya ga kejadian lagi ya ke customer lain,Negative,Fear,awalnya salah kirim judul dulu jadi lama bolak balikin yang salah kirim dulu semoga kedepannya ga kejadian lagi ya ke customer lain,0,1
Qualitas jelek sekali. Bau seperti cat. Pad ya bergelombang,Negative,Fear,qualitas jelek sekali bau seperti cat pad ya bergelombang,0,1
Produk nya bocor karena packing nya krg bgs. Dr dus luar nya aja basah sampe ke dlm. Isi botol habis stengah nya. Mungkin bisa jadi masukkan buat seller supaya lain kali bisa packing yg lbh aman.,Negative,Fear,produk nya bocor karena packing nya krg bgs dr dus luar nya aja basah sampe ke dlm isi botol habis stengah nya mungkin bisa jadi masukkan buat seller supaya lain kali bisa packing yg lbh aman,0,1
"Sangat kecewa, extra box tidak dikirim sama sekali. Saya beli 4 sepatu dan 4 extra box tapi tidak ada extraboxnya. Saya hanya terima 4 sepatu di dalam 1 box besar.",Negative,Sadness,sangat kecewa extra box tidak dikirim sama sekali saya beli sepatu dan extra box tapi tidak ada extraboxnya saya hanya terima sepatu di dalam box besar,0,4
"makin butek, jangan beli guys",Negative,Fear,makin butek jangan beli guys,0,1
mantap ..dislorikin aja ..bro,Positive,Love,mantap dislorikin aja bro,1,3
"parah sih bukunya ada yang sobek, lain kali cek dulu kondisi bukunya sebelum kirim",Negative,Fear,parah sih bukunya ada yang sobek lain kali cek dulu kondisi bukunya sebelum kirim,0,1
"kesekian kalinya order disini, gingseng nya ckup membantu untuk menaikkan imun tubuh dalam kondisi saat ini, selain bisa digunakan untuk soup ayam ,bisa juga direbus dan diminum air rebusannya, thank you?????????????",Positive,Love,kesekian kalinya order disini gingseng nya ckup membantu untuk menaikkan imun tubuh dalam kondisi saat ini selain bisa digunakan untuk soup ayam bisa juga direbus dan diminum air rebusannya thank you,1,3
mantap wangi nya segerrr,Positive,Love,mantap wangi nya segerrr,1,3
"Kainnya lembut dan stretchy. Ada hooknya yang bisa ditarik jadi kalau celana kegedean, masih bisa disesuaikan dengan ukuran perut yg sekarang. Ini all size dan pas banget. Bahannya juga tebal, jadi dipakai ga nerawang.",Positive,Happy,kainnya lembut dan stretchy ada hooknya yang bisa ditarik jadi kalau celana kegedean masih bisa disesuaikan dengan ukuran perut yg sekarang ini all size dan pas banget bahannya juga tebal jadi dipakai ga nerawang,1,2
"hasil pemakaian sebulan, rambut terasa halus, tebal, hitam, rontok berkurang..untuk uban belum terlihat hasilnya..lanjut order botol ke 2",Positive,Happy,hasil pemakaian sebulan rambut terasa halus tebal hitam rontok berkurang untuk uban belum terlihat hasilnya lanjut order botol ke,1,2
kata teman yg terjun di dunia musik barangnya kurang memuaskan. mohon diperbaiki lagi produknya. thx,Negative,Sadness,kata teman yg terjun di dunia musik barangnya kurang memuaskan mohon diperbaiki lagi produknya thx,0,4
"KACAU. udah nanya di chat, ini kalau dibikin begini bisa gak. dijawab bisa. trus udah jelasin di chat begini begitu, chipnya harus disini, dll. trus malah disuruh tulis di email. oke lah udah ditulis juga di email begini begitu panjang lebarr. bahkan udah dikasih contoh gambar yang jelas posisinya begini ya. eh yang dateng gak sesuai dengan requestnya. kecewa banget lah. nyesel beli disini. padahal ngeliat reviewnya banyak yang beli harga juga lebih mahal sedikit dari yang lain tapi begini pelayanannya.",Negative,Fear,kacau udah nanya di chat ini kalau dibikin begini bisa gak dijawab bisa trus udah jelasin di chat begini begitu chipnya harus disini dll trus malah disuruh tulis di email oke lah udah ditulis juga di email begini begitu panjang lebarr bahkan udah dikasih contoh gambar yang jelas posisinya begini ya eh yang dateng gak sesuai dengan requestnya kecewa banget lah nyesel beli disini padahal ngeliat reviewnya banyak yang beli harga juga lebih mahal sedikit dari yang lain tapi begini pelayanannya,0,1
Barang bagus & sesuai deskripsi anakku senang banget!! Harga murah & pengiriman cepat,Positive,Happy,barang bagus sesuai deskripsi anakku senang banget harga murah pengiriman cepat,1,2
Jahitannya rapi. Ukuran sesuai. Modelnya cantik ??. Warnanya cantik ??. Nyaman dipakai ?. Bahannya adem.,Positive,Happy,jahitannya rapi ukuran sesuai modelnya cantik warnanya cantik nyaman dipakai bahannya adem,1,2
"kecewa beli tempat masker 2 pcs yg dtg cuma 1, karna ga ada video unboxing hanya foto saja jd ga bisa diklaim..lumayan ambil untung lebih dr yg ga bikin video unboxing ya ka ??. harusnya teliti sebelum mengirim ??",Negative,Sadness,kecewa beli tempat masker pcs yg dtg cuma karna ga ada video unboxing hanya foto saja jd ga bisa diklaim lumayan ambil untung lebih dr yg ga bikin video unboxing ya ka harusnya teliti sebelum mengirim,0,4
barang tdk diterima. pengembalian dana tdk diterima. dan saya disuruh urus sendiri ke toped.,Negative,Fear,barang tdk diterima pengembalian dana tdk diterima dan saya disuruh urus sendiri ke toped,0,1
"coklat asli, hitam ga tau itu asli apa palsu ya..... yg hitam beli disini bahan kaku, embos ga ada di dalam, saku untuk uang hanya ada 1 tdk 2 seperti yg coklat..... pokoknya beda banget sama yg coklat yg bahannya lebih halus lentur dan jahitan lebih rapih....",Negative,Sadness,coklat asli hitam ga tau itu asli apa palsu ya yg hitam beli disini bahan kaku embos ga ada di dalam saku untuk uang hanya ada tdk seperti yg coklat pokoknya beda banget sama yg coklat yg bahannya lebih halus lentur dan jahitan lebih rapih,0,4
geriginya bendonya kecil banget gak kayak di gambar...,Negative,Fear,geriginya bendonya kecil banget gak kayak di gambar,0,1
spesifikasi barang kurang lengkap dipakai dewasa ngga bisa hanya sampai leher,Negative,Sadness,spesifikasi barang kurang lengkap dipakai dewasa ngga bisa hanya sampai leher,0,4
"BELI PEPSODENT PAKET 4 PCS TAPI YG DIKIRIM 2, DI COMPLAIN MALAH MINTA VIDEO UNBOXING. GUE TAU ISINYA KURANG KARNA GUE BUKA PAKETNYA! WEY KALO GUE TAU ISI PAKETNYA KURANG UDAH GUE BUAT VIDEO DARI AWAL!!",Negative,Anger,beli pepsodent paket pcs tapi yg dikirim di complain malah minta video unboxing gue tau isinya kurang karna gue buka paketnya wey kalo gue tau isi paketnya kurang udah gue buat video dari awal,0,0
"udh 2x beli disini, seperti biasa pelayanannya puas banget, ???? bakal jadi pelanggan setia sepertinya wkwk",Positive,Love,udh x beli disini seperti biasa pelayanannya puas banget bakal jadi pelanggan setia sepertinya wkwk,1,3
Minta size 43 42 40 dikirim 42 semuanya tanpa ada konfirmasi dahulu,Negative,Sadness,minta size dikirim semuanya tanpa ada konfirmasi dahulu,0,4
"Lampunya sering error padahal terhubung ke wifi, saklar hidup tapi dihidupin di hp gak mau nyala",Negative,Sadness,lampunya sering error padahal terhubung ke wifi saklar hidup tapi dihidupin di hp gak mau nyala,0,4
baru dipakai 1 bulan sudah rusak,Negative,Sadness,baru dipakai bulan sudah rusak,0,4
pengiriman tidak sesuai estimasi,Negative,Fear,pengiriman tidak sesuai estimasi,0,1
"ini pembelian kedua, tapi saya kecewa. pas beli pertama kali suka banget parfumnya makanya order lagi, tapi wanginya gak konsisten, beda sama yg sebelumnya terus kemasan jga keliatan kayak luntur gitu tulisannya, pas dipegang cat botol parfumnya luntur ke tangan",Negative,Sadness,ini pembelian kedua tapi saya kecewa pas beli pertama kali suka banget parfumnya makanya order lagi tapi wanginya gak konsisten beda sama yg sebelumnya terus kemasan jga keliatan kayak luntur gitu tulisannya pas dipegang cat botol parfumnya luntur ke tangan,0,4
Sesuai harga,Positive,Happy,sesuai harga,1,2
"Kuasnya kurang bagus, terlalu tebal.",Negative,Sadness,kuasnya kurang bagus terlalu tebal,0,4
respon baik mutu lumayan hrg terjangkau,Positive,Happy,respon baik mutu lumayan hrg terjangkau,1,2
"rendangnya enakkk, dagingnya empukkk. Paling salut krn mau kirim di hari minggu jd bs nyampe tepat waktu sebelum lebaran. Tadinya udah agak was2 kl ngirimnya ketunda sehari aja udah ga bakal pas momennya. Ternyata sellernya gerceppp. Thanksss.",Positive,Love,rendangnya enakkk dagingnya empukkk paling salut krn mau kirim di hari minggu jd bs nyampe tepat waktu sebelum lebaran tadinya udah agak was kl ngirimnya ketunda sehari aja udah ga bakal pas momennya ternyata sellernya gerceppp thanksss,1,3
Ada garansi resmi. Kelengkapan sesuai. Kemasan disegel. Spesifikasi sesuai .,Positive,Happy,ada garansi resmi kelengkapan sesuai kemasan disegel spesifikasi sesuai,1,2
"tidak ada lapisan pelindung sama sekali, entah itu plastik ataupun wraping. dus yg diterima dalam keadaan penyok, ember banyak lecet. pengiriman sangat lama dari hari minggu sampe nya hari Rabu, padahal masih sama Jakarta. padahal beli nya di toko official resmi. lebih bagus beli di toko yg biasa. sebelumnya saya beli ditoko yg biasa buat hadiah 1 hari sampe, harga lebih murah packing bagus. ini toko resmi malah hancur, mana buat hadiah lagi. tutup aja tokonya...????????",Negative,Anger,tidak ada lapisan pelindung sama sekali entah itu plastik ataupun wraping dus yg diterima dalam keadaan penyok ember banyak lecet pengiriman sangat lama dari hari minggu sampe nya hari rabu padahal masih sama jakarta padahal beli nya di toko official resmi lebih bagus beli di toko yg biasa sebelumnya saya beli ditoko yg biasa buat hadiah hari sampe harga lebih murah packing bagus ini toko resmi malah hancur mana buat hadiah lagi tutup aja tokonya,0,0
"kaki tripod rusak, tdk bs terkunci, di angkat lsg turun",Negative,Sadness,kaki tripod rusak tdk bs terkunci di angkat lsg turun,0,4
"Barang di terima banyak yg bocor keluar dan banyak yg kosong,barang tidak sesuai deskripsi",Negative,Sadness,barang di terima banyak yg bocor keluar dan banyak yg kosong barang tidak sesuai deskripsi,0,4
Aplikator mudah dipakai. Hasilnya tahan lama. Hasilnya matte. Desainnya mewah. Nggak cepat pudar. Nggak bikin bibir kering. Packaging aman ??. Proses pesanan cepat. Packaging rapi. Respon penjualnya top.,Positive,Happy,aplikator mudah dipakai hasilnya tahan lama hasilnya matte desainnya mewah nggak cepat pudar nggak bikin bibir kering packaging aman proses pesanan cepat packaging rapi respon penjualnya top,1,2
"Pesanan tidak dikirim, tidak ada komunikasi apapun, tidak ada solusi pengembalian barang ataupun biaya",Negative,Fear,pesanan tidak dikirim tidak ada komunikasi apapun tidak ada solusi pengembalian barang ataupun biaya,0,1
ini mah ada robusta nya ga sesuai deskripsi dan ekspetasi payah,Negative,Anger,ini mah ada robusta nya ga sesuai deskripsi dan ekspetasi payah,0,0
"barang jelek mudah hancur..dipakai ngebor langsung rontok mata bor nya..kaya nya cuma dri besi biasa l,, sesuai harga",Negative,Anger,barang jelek mudah hancur dipakai ngebor langsung rontok mata bor nya kaya nya cuma dri besi biasa l sesuai harga,0,0
banyak masker yg jahitan/lemnya lepas,Negative,Fear,banyak masker yg jahitan lemnya lepas,0,1
respon seller lambat.. 2 hari dl baru barang dikirim..,Negative,Fear,respon seller lambat hari dl baru barang dikirim,0,1
bagus ori banget dan cepat pengiriman barang nya thanks,Positive,Happy,bagus ori banget dan cepat pengiriman barang nya thanks,1,2
"GUA BELI DAPETNYA V2, DI DESC GADA PENJELASAN MENGENAI VERSI, BAGUSAN V1 APALAGI RGBNYA RGB V2 BENER BENER CUMA RED GREEN BLUE SISA WARNANYA GAGUNA SWITCH PULLER GADAPET RGB REDUP PULA NGGA ADA PEMBERITAHUAN MENGENAI VERSI KEYBOARDNYA BENER2 KECEWA KAPOK BELI DA Ambil ae v*rt*x v7 tuh bagus drpd ini kecewa mau gua jual lagi pokoknya",Negative,Anger,gua beli dapetnya v di desc gada penjelasan mengenai versi bagusan v apalagi rgbnya rgb v bener bener cuma red green blue sisa warnanya gaguna switch puller gadapet rgb redup pula ngga ada pemberitahuan mengenai versi keyboardnya bener kecewa kapok beli da ambil ae v rt x v tuh bagus drpd ini kecewa mau gua jual lagi pokoknya,0,0
Sudah tidak perlu diragukan lagi Seller ini. Mantap dah ??? Tinggal tunggu waktu kosong untuk main Zelda BOTW ini. Baru tes masuk dan nyalakan saja berjalan lancar normal. Belum sempat main semoga tidak ada kendala. Packing superrrr aman dan kondisi BNIB segel aman,Positive,Happy,sudah tidak perlu diragukan lagi seller ini mantap dah tinggal tunggu waktu kosong untuk main zelda botw ini baru tes masuk dan nyalakan saja berjalan lancar normal belum sempat main semoga tidak ada kendala packing superrrr aman dan kondisi bnib segel aman,1,2
"packing nya rapi bngt.... pengiriman cepat, kurirnya jg ramah ... recommended ??",Positive,Love,packing nya rapi bngt pengiriman cepat kurirnya jg ramah recommended,1,3
anak saya suka ??. Aman untuk si kecil!.,Positive,Love,anak saya suka aman untuk si kecil,1,3
Suara kecil sebelah.. ini produk bermasalah kaulitas kontrolnya. Gak rekomen.,Negative,Fear,suara kecil sebelah ini produk bermasalah kaulitas kontrolnya gak rekomen,0,1
"Berat 1 foam hanya 100 gram, tapi ditulis 600 gram, jika beli 10 foam, maka secara data 6 kg, tapi secara timbang fisik hanya 1kg, ini cara yg curang dari penjual utk dpt uang lebih dari ongkir yg pembeli bayarkan.",Negative,Fear,berat foam hanya gram tapi ditulis gram jika beli foam maka secara data kg tapi secara timbang fisik hanya kg ini cara yg curang dari penjual utk dpt uang lebih dari ongkir yg pembeli bayarkan,0,1
tertulis dapat hadiah. taunya bohong loh. g dapat apa2. bonusnya GK datang!!!!,Negative,Anger,tertulis dapat hadiah taunya bohong loh g dapat apa bonusnya gk datang,0,0
"yg abu aga tebel bahannya, yg hitam tipis bangt sedih",Negative,Sadness,yg abu aga tebel bahannya yg hitam tipis bangt sedih,0,4
dengan harga segitu lumayan bagus suka??,Positive,Love,dengan harga segitu lumayan bagus suka,1,3
"Gak bener nih, harusnya yang dateng tuh meja utuh, malah baut2 gak terpasang, dan baut2nya kecil banget... mau dilem ?? ngaco nih ****** !",Negative,Anger,gak bener nih harusnya yang dateng tuh meja utuh malah baut gak terpasang dan baut nya kecil banget mau dilem ngaco nih,0,0
